sair,siir_baslik,siir_link,siir_metni,kayit_tarihi,etiketler
Necip Fazıl Kısakürek,Manzara,/manzara-3-siiri/,"Olmaz bil de ""olur""u, olur bilde ""olmaz""ı; 
Buluver günü geçmez, pörsümez ve solmazı...",28.1.2017 14:19:00,[]
Necip Fazıl Kısakürek,Savunmalar 2 (Rejimi Kötüleme Davasından),/savunmalar-2-rejimi-kotuleme-davasindan-2-siiri/,"Neye baksam aynı şey,neyi görsem aynı şey,
Olan sensin hey gidi hakikat sultanı hey.",21.12.2000 13:38:00,[]
Necip Fazıl Kısakürek,Tâ Maverâdan,/ta-maveradan-siiri/,"Bak ki,sahipsiz yurdun şu perişan haline,
İş kaldı avrupadan hükümet ithaline! ..
                                                 1978",16.11.2005 09:32:00,[]
Necip Fazıl Kısakürek,Kavanoz,/kavanoz-siiri/,"Tek neşe bu dünyada, var olmanın sevinci; 
Ve tek ilim, varlığın bilinmeden bilinci....",28.1.2017 14:24:00,[]
Necip Fazıl Kısakürek,Isırgan,/isirgan-2-siiri/,"Sen ki, bir sapık ırza geçse nefret kusarsın; 
Milletin ruh ırzına geçerlerde susarsın! ..
                                               1978",16.11.2005 09:30:00,[]
Necip Fazıl Kısakürek,Meydan Şiiri,/meydan-siiri-siiri/,"Çıbanımız çok derin, işletemez yakılar; 
Nerde bizim şarkımız, nerde öbür şarkılar?",28.1.2017 13:49:00,[]
Necip Fazıl Kısakürek,Perendebaz,/perendebaz-siiri/,"Eşyayı Hakka değil,nefse göre dizenler; 
Kendi takma gözüne sahte dünya çizenler...
                                                 1978",16.11.2005 09:31:00,[]
Necip Fazıl Kısakürek,Yara,/yara-33-siiri/,"O demde ki, perdeler kalkar, perdeler iner,
Azrail'e 'hoş geldin! ' diyebilmekte hüner...",19.8.2000 17:15:00,[]
Necip Fazıl Kısakürek,Kar,/kar-66-siiri/,"Zamanın olmadığı diyar acaba nasıl? 
Kesiksiz bir ân mıdır bundan sonraki fasıl?",28.1.2017 14:16:00,[]
Necip Fazıl Kısakürek,Levha,/levha-siiri/,"Eşya latifleştikçe göze görünmez olur; 
Solucan kanat taksa yerde sürünmez olur.",28.1.2017 14:14:00,[]
Necip Fazıl Kısakürek,Koşu,/kosu-siiri/,"Hasta olsam, ilâcım, çorbam, sütüm, o kitap...
Suda mantarım, gökte; paraşütüm o kitap...",28.1.2017 16:03:00,[]
Necip Fazıl Kısakürek,Rütbe,/rutbe-siiri/,"Son gün olmasın dostum,çelengim,top arabam; 
Alıp beni götürsün, tam dört inanmış adam...",22.9.2005 16:28:00,[]
Necip Fazıl Kısakürek,İki Tip,/iki-tip-2-siiri/,"Bıçaklarım su oldu, boyuna bilenmekten; 
Bitti benlik madenim her ân törpülenmekten.",28.1.2017 11:16:00,[]
Necip Fazıl Kısakürek,Öfke,/ofke-28-siiri/,"Görmemek için bakan,mavi,siyah,ela,göz! 
Köre görünse şaşmam sana görünmeyen öz! 
                                           1977",16.11.2005 09:25:00,[]
Necip Fazıl Kısakürek,İş,/is-8-siiri/,"O ki, pınar basında çeker suya hasret;
Kadınında kadına, yurdunda yurda hasret.
Yalan dünyada butun görünüşler iğreti;
Her şey o şeye hazin benzeyişten ibaret.Var olan yoklukların ömrünü sürüyorum
Aşklar bomboş kuruntu, hürriyetler esaret
Yalnız, 'Rakip' ismiyle Allah’ı görüyorum
Bir yokluk ki, bu dünya, var olandan işaret...N.F.Kısakurek",19.8.2000 17:15:00,"['Allah', 'Tanrı', 'Hasret']"
Necip Fazıl Kısakürek,Savunmalar 3 (Sümerbank Davasından),/savunmalar-3-sumerbank-davasindan-2-siiri/,"Zonklayan başım benim, an pıhtısı, cerahat; 
Ona yastıkla değil, secde yerinde rahat...",28.1.2017 11:19:00,[]
Necip Fazıl Kısakürek,Üretim,/uretim-siiri/,"Burda gelir insana
Bos gunlerin usancı
Calar birden kampana
Olum canından acı
Sonra bir duduk oter
Kesik cıglıklarla der;
Burdan bildik gidenler
Sonra doner yabancı",14.11.2000 14:09:00,['Ölüm']
Necip Fazıl Kısakürek,İthal Malı,/ithal-mali-siiri/,"Kolay mı Kaf dağını çevirmek dolay dolay? 
Var ol ey ulvî zorluk, yere bat sefil kolay! 
(1982)",11.9.2002 07:01:00,[]
Necip Fazıl Kısakürek,Ölmez Ölü,/olmez-olu-siiri/,"Yedi renkli Peygamber kuşağının altında,
Kervanım yola çıktı, öncüsü kır atında...",15.9.2000 05:58:00,['Peygamber']
Necip Fazıl Kısakürek,Takma Göz,/takma-goz-siiri/,"Perdeler, hep perdeler...
Her yerde, her yerdeler.
Pencerede, kapıda,
Geçitte, kemerdeler...
Perdeler, hep perdeler...Ya benim sevdiklerim,
Simdi nerde, nerdeler? 
Onu bomboş perdenin; 
İçerde, içerdeler! 
Perdeler, hep perdeler...Gönülde asil perde; 
Onu hangi göz deler? 
Surat maske altında,
Sis altında beldeler.
Perdeler, hep perdeler...Perdeye doğru akın; 
Atlılar, piyadeler.
Yollar, yönler dolaşık; 
Değişik ifadeler.
Perdeler, hep perdelere.Bir tohumda bin gömlek.
Giyim fideler.
Kalbiler dilini yutmuş; 
Bangır bangır mideler.
Perdeler, hep perdeler...Son noktada son perde; 
Çevrilmiş seccadeler.
Orada işte işte,
Ölümden azadeler! 
Perdeler, hep perdeler...",19.8.2000 17:34:00,[]
Necip Fazıl Kısakürek,Hane,/hane-siiri/,"Yetişemez en hakir çobanın idrakine; 
Yirminci asır putu,taptıkları makine...
                                                  1974",16.11.2005 09:15:00,[]
Necip Fazıl Kısakürek,Mahkumiyetleri,/mahkumiyetleri-siiri/,"İman. İhlas, vecd ve aşk, bunlar birer kelime,
Kelimeyi boğardım verselerdi elime...",28.1.2017 16:05:00,[]
Necip Fazıl Kısakürek,Aşk,/ask-3161-siiri/,"Varlık yalnız Bir'dedir, Toplam bölüm hep birde...
Devam eden yalnız bir, sayıda dört tekbirde...",28.1.2017 16:07:00,[]
Necip Fazıl Kısakürek,Ahşap Ev,/ahsap-ev-5-siiri/,"Bakınız ne büyük bir rütbeye tutkuluyum, 
O'nun kulunun kölesinin kuluyum.",3.5.2002 10:29:00,[]
Necip Fazıl Kısakürek,1400,/aaa-7-siiri/,"Allah, Resûl aşkıyle yandım, bittim kül oldum! 
Öyle zayıfladım ki, sonunda herkül oldum.",28.1.2017 16:47:00,[]
Necip Fazıl Kısakürek,Ateş,/ates-181-siiri/,"Göz attığım her şeyde işte o şeydir eksik; 
Mekân kopuk kopuktur, zamanda kesik kesik...",28.1.2017 16:05:00,[]
Necip Fazıl Kısakürek,1000 Yıl Sonra Tarih,/1000-yil-sonra-tarih-siiri/,"Perdenin ardı perde, perdenin ardı perde,
Her siper aşıldıkça gaye öbür siperde...",28.1.2017 14:05:00,[]
Necip Fazıl Kısakürek,Ayrılık Vakti,/ayrilik-vakti-149-siiri/,"Derler ki,bu dünyada ne elde etsen kardır; 
El atmadan bitende acaba ne kar vardır? ..
                                                     1978",16.11.2005 09:19:00,[]
Necip Fazıl Kısakürek,Korku,/korku-445-siiri/,"Ancak hiçe varırız bu yoldan varsak varsak
Üretim ki mekanı ya rahimdir ya barsak!",11.11.2005 08:44:00,[]
Necip Fazıl Kısakürek,Nizam,/nizam-10-siiri/,"Latinlerin (Ekuitas) , Fransızların (Ekite) , Türklerin de Hakkâniyet dediği ulvî ölçüden, şimdi bize tayini gereken cezayı isteyeceğiz.' Bu zamana kadar üzerinde gezindiğimiz girift ve muğdil mânalar, Hakimin işte bu hakkaniyet ölçüsüne göre üstünde oturduğu büyük ve şâmil selahiyet, her sahayı toplayıcı geniş takdir ve idrâk makamının icabına göre ayarlanmıştır. Medeni kanunun 4'üncü maddesi, hakime 'hakkaniyetle hükmedeceksin' onu birbirine mücavir sebepler ve manalarla ihtilata sevketmiş, bütün bunlardan süzülecek müstakil bir vicdan temsil etmiye memur kılmış, böylece hakime bütün sadet ve mevzuları içine alan büyük ve ana mevzu, münhasır ve mücerret idrak ve takdir sadedi hakkını vermiştir.
Şimdi biz bu haktan ne istemeliyiz? ... Eğer kanunlara göre, ceza hakiminin rolü, sadece suçun olup olmadığını tesbitten ibaret olmasaydı da, emme - basma tulumbalar gibi, hakim, hem suçun mevcut olup olmadığına, hem de suçsuzun hangi mükafata ehil olduğunu hükmetmek mevkiinde bulunsaydı, isteyeceğimiz beraatimiz değil, Sümerbank'ın 'berayı ıslah' elimize tevdii olurdu.
Pek Muhterem Hakim; 
Dünya fikir ve hukuk aleminin en büyük müdafaalarından biri, büyük mütefekkir Sokrat'ın (Apoloji)   sinden şu birkaç satırı okumama izin istiyorum:'Ben ne gibi bir cezaya mı müstahakım? Ömrüm boyunca dilimi tutmadığım için? .. Paraya, mala, hatipliğe ve memlekette durmadan ortaya çıkan türlü türlü rütbelere, entrikalara ve fırkalara bağlanmadığım için? .. Bu gibi faaliyetler altında yaşamayı kendime yakıştırmadığım, kendimi böyle bir hayat sürmeyecek kadar şerefli saydığım için... Kendimi böyle şeylere verecek olursam ne kendime, ne de size bir faydam olur diye onların hepsinden uzak kaldığım için? .. Bütün bunlar için ben ne gibi bir cezaya mı müstahakım? ..' Ve yine Sokrat cezasını tayin eder: 
- 'Bana (Pityon)   da, Millet Sarayında ziyafet çekiniz! '
Muhterem Hakim son cümlemi arzediyorum:BEN, TÜRK VATANDAŞI VE MUHARRİRİ NECİP FAZIL, EN FEVKALADE MİKYASTA DOLDURDUĞUNUZU SEZDİĞİM TÜRK KAZA MEVKİİNİN BİR MÜMESSİLİNDEN BERAATİMİ İSTEMEYE UTANIRIM. HAKKIN BU KADAR GÜR SESLİSİNİ VE AÇIĞINI İSTEMEK SANKİ HAKİMDEN ŞÜPHE ETMEK GİBİ BİR HİS VERİR BANA...TAKDİRİNİZİ BEKLİYORUM... '",20.8.2005 10:43:00,[]
Necip Fazıl Kısakürek,Bu Dünya,/bu-dunya-56-siiri/,"Yum gözünü, kalbine her ân yokluğunu üfür
""Kendinden geçmek iman, kendinde olmak küfür"".",28.1.2017 14:04:00,[]
Necip Fazıl Kısakürek,Nur Şehri,/nur-sehri-siiri/,"""Var""ın altında yokluk, yokun altında varlık; 
Başını kaldırda bak, boşluk bile mezarlık..",28.1.2017 14:02:00,[]
Necip Fazıl Kısakürek,Meçhul,/mechul-115-siiri/,"Sırma renginde pislik, dünyanın süsü püsü.
Bende tek aziz eşya annemin baş örtüsü...",27.1.2017 16:11:00,[]
Necip Fazıl Kısakürek,Maymun,/maymun-15-siiri/,"Öleceğiz müjdeler olsun müjdeler olsun
Ölümüde öldüren Rabbe secdeler olsun",16.7.2000 12:58:00,[]
Necip Fazıl Kısakürek,Zarf,/zarf-9-siiri/,"Dünyayı yererken de yine onunla ilgim; 
Nefse el süremiyor kara tahtada silgim...
(1982)",11.9.2002 06:54:00,[]
Necip Fazıl Kısakürek,Günah,/gunah-214-siiri/,"Bir cümbüştür kopsa da, gece, yakamozlarda;
Münzevi balıklarız ayrı kavanozlarda...",19.8.2000 17:18:00,['Gece']
Necip Fazıl Kısakürek,Hâl,/hal-57-siiri/,"Ölümü sığdıramaz,
Akıl daracık koğuk.
Ölemez, çıldıramaz,
Ağlar boğuk boğuk.İlaç yarım, şişede,
Koltuk mahzun, köşede,
Ev halkı telaşede,
Ölü yerde, sopsoğuk...(1982)",5.11.2000 15:51:00,['Ölüm']
Necip Fazıl Kısakürek,Nefs Muhasebesi,/nefs-muhasebesi-3-siiri/,"Akşamı getiren sesleri dinle
Dinle de gönlümü alıver gitsin
Saçlarımdan tutup kor gözlerinle
Yaşlı gözlerime dalıver gitsinGüneşle köye in, beni bırak da
Küçüle küçüle kaybol ırakta
Şu yolu dönerken arkana bak da
Köşede bir lahza kalıver gitsinÜmidim yılların seline düştü
Saçının en titrek teline düştü
Kuru yaprak gibi eline düştü
İstersen rüzgara salıver gitsin",27.1.2017 16:05:00,[]
Necip Fazıl Kısakürek,Deli,/deli-242-siiri/,"Düşünün, ben ne büyük bir rütbeye tutkuluyum,
Çünkü O'nun kulunun kölesinin kuluyum.",23.6.2001 21:24:00,[]
Necip Fazıl Kısakürek,Başım,/basim-8-siiri/,"Mezardadır timsali
Millete babalığın.
Ölmez ölü misali,
Ruhu, kalabalığın...",23.8.2005 23:00:00,[]
Necip Fazıl Kısakürek,Zıtlar,/zitlar-3-siiri/,"Şehirlerde tabanım değil, yüreğim yarık:
Nur şehrine gidelim, yürü, çilekeş çarık!",30.1.2017 09:17:00,[]
Necip Fazıl Kısakürek,Mukayese,/mukayese-24-siiri/,"Bu dünya bir tamam'dan eksiklikler âlemi; 
Kopuşlar, ayrılıklar, kesiklikler âlemi...",28.1.2017 16:27:00,[]
Necip Fazıl Kısakürek,Örümcek Ağı,/orumcek-agi-22-siiri/,"Tek istikamet kabe; 
Ve tek örnek sahabe...
Böyle yükseldi sütun,
Böyle kuruldu kubbe.
Derken nuru kararttı
Yobazda kara cübbe.
Tuzağa düştü aslan; 
Sorguç takıldı kelbe.
Vatan yüzelli yıldır
Manada bir harabe.
Artık iman ve ahlak,
Türbedarsız bir türbe.
Ne hatıra maziden,
Ne isim ne kitabe...
Düşmek,yükselmek oldu
Uçurumda mertebe...
Ağla ey koca tarih
Bu acıklı nasibe! 
Nerdesin ulvi fikir
Çilekeş murakebe? 
Sahte devrimler boyu
Tarihi muhasebe? 
Bağlıdır bu felaket,
Tek tipe tek sebebe.
Bir tip mücerret model
Batı ajanı kahbe! 
Sürüyü teslim eden,
Avrupalı celebe...
Hele bak,şu hale bak; 
Eve,yurda,mektebe! 
Bizde profösör derler
Kitap yüklü merkebe.
Lisan diye hırlayış; 
Kültür diye alfabe...
Pazar müflis,kent deli,
Köy boş karakol izbe...
Bir çatışma boğuşma; 
Şeytan uğrunda cezbe.
Karışmış gazetede
Necaset mürekkebe.
Ne bulduk parti parti,
Eyledik de tecrübe? 
Bir kısmı Ebu Cehil,
Bir kısmı İbn_i Sebe.
Gerçeğe aykırılık; 
Uygunsuzluk mezhebe...
İslam,gidip gelen top,
Bir hizipten bir hizbe.
Hak yolunda bir lider; 
Memur,hakkı tahribe.
Düne kadar dıştandı,
Şimdi de içten darbe.
Diyanet işleri ki,
Uymaz farza, vacibe.
İlminde gaiplerin
Haşyet duymaz gaibe.
Yeni bir mamul eşya; 
Fetvaları şaibe.
Bu muydu Büyük Doğu,
Kırk yıllık muhasebe? 
Deli olsa yanaşmaz
İşlerini tasvibe! 
Ya sanayi masalı; 
Derya rolünde habbe? 
Saksı içinde çınar; 
Görülmememiş acibe...
Nefes almadan vermek...
Sor bu işi tabibe! 
İş arayan bir millet; 
Diyar diyar göçebe...
Şerefli ortak Pazar; 
Ona aş, sana küsbe! 
İçyüzü bu davanın,
Köle olmak salibe...
Dünkü sultan bugün kul,
Ta meşrıkten mağribe.
Rüşvetle maaşa zam,
Enflasyonla debdebe.
Yüz lira ona iner 
Daha inmeden cebe.
Gidere tabii gelir
Dibi sökülmüş heybe.
“Doğa”da buldukları
 Zelzele ve seylabe.
Biçare demokrasi,
Karanlıkta körebe.
Parti, bölücü alet
Batıdan bize hibe.
Gel de ey gerçek parti,
Partiyi batır dibe! 
Her türlü sahteliği
Yıkmak sana vecibe! 
Bu işi ne temizler,
Hangi ok,hangi harbe? 
Hangi yel,hangi ateş,
Hangi söz,hangi hutbe? 
Bir nesil bekliyoruz,
Büyük nizama gebe.
Nedir o nizam,nedir? 
Boyun eğmektir Rabbe! 
Milliyet ruha bağlı
Kıymet sadece kalbe.
Fatih’te erimiştir,
Cengiz Han ve Kurt Cebe.
Davet gücü İslam’da; 
Koministi edebe.
Her şey herşey İslam’da; 
Ferde ve kavme rütbe.
Bizde, kutsi emanet; 
Bizde yarın galebe! 
Gün geldi,saat çaldı; 
İşte yol koş takibe! 
Yetmez mi esaretin; 
Ey Türkoğlu,davran bee!                            1975",16.11.2005 08:47:00,[]
Necip Fazıl Kısakürek,Heykel,/heykel-43-siiri/,"Niceleri namazda gaflet perendebazı; 
Kurgulu oyuncakta kılar böyle namazı...
                                              1978",16.11.2005 09:29:00,[]
Necip Fazıl Kısakürek,Cehennem,/cehennem-104-siiri/,"Yaran kabuk tutmasın her an deş tazelensin! 
Sen ağla gafil gülsün,nadan yelpazelensin! 
                                             1977",16.11.2005 09:25:00,[]
Necip Fazıl Kısakürek,Lâtif,/latif-4-siiri/,"Bir haman ki, arınma gayesinden şahaser; 
Arınmışların yeri, Cennette nurlu Kevser.",28.1.2017 16:48:00,[]
Necip Fazıl Kısakürek,Kesiksiz Ân,/kesiksiz-an-siiri/,"Eski hane,eşyası boşaltılmış barhane; 
Şimdi mektep salhane,işyeri kumarhane...
                                                 1976",16.11.2005 09:23:00,[]
Necip Fazıl Kısakürek,Olur-Olmaz,/olur-olmaz-11-siiri/,"'İslami Nizamı Propoganda Ettiğimizi Söylüyorlar! Şüphe Mi Var? Biz Yalnız Bu İşi Yapmıyor. Bu İşi Yapmak İçin Yaşıyoruz. Fakat Propoganda Kelimesine İştirak Edemeyiz. Bu Hasis Ve Sefil Kelime, İslamın Ulviyet Ve Üstünlüğünü Tesbit Etmek Gibi Bir Fiile Alem Olamaz. İslamın Ulviyet Ve Üstünlüğünü Haykırmak Ve Anlatmak Kanunca Bir Suç Mudur? 'İslam Ulvidir' Demek, Başka Her Şey Sefildir Ve Yıkılmalıdır' Demek Midir'
Yazılı iddianamesine (Bedeviyyet)    kelimesini koymayıp bunu huzurunuzda söyliyen ve yüzlerce müslümanı bu odada can evinden yaralıyan savcıya, ellinci kuşak büyük babasıyla ellinci kuşak torunu davacı olacağı zaman kurtulabilmesi için, çare olarak şimdi ayağa kalkıp nadim olduğunu söylemesini ve istiğfar etmesini hatırlatmak müslümanlık vazifemdir.'",20.8.2005 10:41:00,[]
Necip Fazıl Kısakürek,Varlık,/varlik-62-siiri/,"Bize kalan aziz borç asırlık zamanlardan; 
Tarihi temizlemek sahte kahramanlardan! ! ...",27.1.2017 16:12:00,[]
Necip Fazıl Kısakürek,İn-Çık,/in-cik-siiri/,"İnsandan murad onlar, ölümü öldürenler; 
Ötenin ötesinde sonsuz hayat sürenler...",30.1.2017 11:00:00,[]
Necip Fazıl Kısakürek,Ayrı Ayrı,/ayri-ayri-16-siiri/,"Ağzıma soğuk kurtlar dolacak, gözüme kum; 
Dipsiz kuyu, sürdükçe zaman, sürecek uykum...",30.1.2017 09:18:00,[]
Necip Fazıl Kısakürek,O Kitap,/o-kitap-9-siiri/,"Renk renk hâtıralarım oda oda silindi; 
Anne kokan bir Türkçem vardı, o da silindi.",28.1.2017 16:40:00,[]
Necip Fazıl Kısakürek,Hayret,/hayret-93-siiri/,"Mezarlarda susarken dilsizler, dudaksızlar; 
Üstlerinde ot biter, kuş öter, arı vızlar..",30.8.2001 14:08:00,[]
Necip Fazıl Kısakürek,Ve Hayret,/ve-hayret-2-siiri/,"Sayılar yalnız Bir'in kendi dalgalanışı,
Sayılar kemmiyetin keyfiyeti anışı...",28.1.2017 16:07:00,[]
Necip Fazıl Kısakürek,Kelime,/kelime-28-siiri/,"Ölürken aynı âhenk, salâ sesinden sızan:
Kulağıma doğduğum günde okunan ezan.",30.1.2017 10:54:00,[]
Necip Fazıl Kısakürek,Eksik,/eksik-132-siiri/,"Şemdinli dağlarının içtim nur çeşmesinden; 
Kurtuldum akreplerin ruhumu deşmesinden...",30.1.2017 11:10:00,[]
Necip Fazıl Kısakürek,Beste,/beste-38-siiri/,"Bir nizam ki, eskimez, yıpranmaz, sendelenmez,
Mekân onu aşamaz, zaman onu delemez.",30.1.2017 15:12:00,[]
Necip Fazıl Kısakürek,Bir,/bir-164-siiri/,"Tohum çatlar da bilmem, kafa nasıl çatlamaz? 
Yeni odur ki, solmaz, pörsümez, bayatlamaz.",28.1.2017 16:45:00,[]
Necip Fazıl Kısakürek,Sayılar,/sayilar-11-siiri/,"Kim var o nizama ki, Hak yolunda kırbaçlık; 
Fırın, fikir ekmeği verinceye dek, açlık...",30.1.2017 15:12:00,[]
Necip Fazıl Kısakürek,Hiç Mi Hiç,/hic-mi-hic-3-siiri/,"Hasis sarraf, kendine bir başka kese diktir! 
Mezarda geçer akça neyse, onu biriktir!",30.1.2017 09:26:00,[]
Necip Fazıl Kısakürek,Var-Yok,/var-yok-20-siiri/,"Sanırım, insanların her suçunda ben varım; 
Günah uzun bir kervan, tâ ucunda ben varım!",28.1.2017 11:13:00,[]
Necip Fazıl Kısakürek,İman,/iman-26-siiri/,"Ruhum kelle şekeri, vehimlerse karınca; 
Kömürden kara rengim, onlar beni sarınca.",30.1.2017 10:58:00,[]
Necip Fazıl Kısakürek,Hakikat,/hakikat-136-siiri/,"Sofrada değişir her şey, ekmek değişmez; 
Ne kanun! Değişmez'e hasret çekmek değişmez.",30.1.2017 15:17:00,[]
Necip Fazıl Kısakürek,Gaye,/gaye-20-siiri/,"Şafakta, namaz vakti bana uzatılan zarf; 
Kelime bu zarftadır, gerisi sadece harf...",28.1.2017 11:12:00,[]
Necip Fazıl Kısakürek,Yine Hâl,/yine-hal-2-siiri/,"Sebil sebil sunanlar, ölümsüzlük tasını; 
Çizenler, nokta nokta ebed haritasını...",30.1.2017 11:10:00,[]
Necip Fazıl Kısakürek,Mesafe,/mesafe-88-siiri/,"Garip geldik gideriz, rafa koy evi barkı! 
Tek, dudaktan dudağa geçsin ölümsüz şarkı...",30.1.2017 12:30:00,[]
Necip Fazıl Kısakürek,Aziz Eşya,/aziz-esya-siiri/,"Ateş benim yıkayan, yuyan, emzirem annem! 
Bir arınma kurnası olsa gerek cehennem...",28.1.2017 14:12:00,[]
Necip Fazıl Kısakürek,Sahte Kahraman,/sahte-kahraman-3-siiri/,"Zıtlar arası ahenk, af ve günah yarışta; 
Bütün zıtlar kavgada bütün zıtlar barışta....",28.1.2017 11:55:00,[]
Necip Fazıl Kısakürek,Oyuncak,/oyuncak-9-siiri/,"Gitti, su yollarını kıvrım kıvrım bilenler,
Bir ot yığını kaldı; kökünden kesilenler...",30.1.2017 14:54:00,[]
Necip Fazıl Kısakürek,Su 1,/su-1-5-siiri/,"Her şeyde bir tükeniş, her oluşta bir bitiş; 
Gökten ses: Ölümsüzler kafilesine yetiş!",30.1.2017 15:16:00,[]
Necip Fazıl Kısakürek,Su 2,/su-2-7-siiri/,"Mevsimler cücelere def çalıyor gerdekte,
Devin yalnızlığını sular bestelemekte.",30.1.2017 15:02:00,[]
Necip Fazıl Kısakürek,Su 3,/su-3-3-siiri/,"O kanun ölümsüzlük nizamının hevengi,
O kanun doğru, güzel, iyinin tek mihengi...",30.1.2017 15:04:00,[]
Necip Fazıl Kısakürek,Su 4,/su-4-3-siiri/,"Güzel Allah'ım, senden ne gelecekse gelsin; 
Sen ki; rahmetinle de, kahrınla da güzelsin...",30.1.2017 11:45:00,[]
Necip Fazıl Kısakürek,Su 5,/su-5-2-siiri/,"Duvara, bir titiz örümcek gibi,
İnce dertlerimle işledim bir ağ.
Ruhum gün boyunca sönecek gibi,
Şimdiden ediyor hayata veda.Kalbim, yırtılıyor her nefesinde,
Kulağım, ruhumun kanat sesinde; 
Eserim duvarın bir köşesinde; 
Çıkamaz göğsümden başka bir seda...",27.1.2017 15:56:00,[]
Necip Fazıl Kısakürek,Su 6,/su-6-2-siiri/,"Devrim odur ki, kalbten fâniliği devirsin; 
Yaşamaktan murad ne, hesabını bildirsin! ..",30.1.2017 11:33:00,[]
Necip Fazıl Kısakürek,Su 7,/su-7-2-siiri/,"Tutuşturanlar, lûgat kitabını elime,
Bilsin: Allah ' tan başka bilmiyorum kelime...",30.1.2017 11:43:00,[]
Necip Fazıl Kısakürek,Su 8,/su-8-2-siiri/,"Bütün manzara, ucuz bir dekor muşambası; 
Kurtuluş günü, çıkmaz ayın son çarşambası...
(1947)",3.2.2002 13:00:00,['Doğum Günü']
Necip Fazıl Kısakürek,Madde Ve Ruh,/madde-ve-ruh-2-siiri/,"Kâinatta ne varsa suda yaşadı önce; 
Üstümüzden su geçer doğunca ve ölünce.",28.1.2017 16:49:00,[]
Necip Fazıl Kısakürek,Dipsiz Kuyu,/dipsiz-kuyu-55-siiri/,"Din adına yol kesen dünkü yobazın oğlu! ..
Yine sen kesiyorsun, küfür uğrunda yolu! ..",30.1.2017 12:29:00,[]
Necip Fazıl Kısakürek,Yokluk,/yokluk-148-siiri/,"Kuyruğu etrafında dönen kedi hayrette; 
Âlim ki, hayreti yok, ne boş yere gayrette!",28.1.2017 16:04:00,[]
Necip Fazıl Kısakürek,Geçer Akça,/gecer-akca-siiri/,"Renkler, mavi, kırmızı, yeşil, erguvan ve mor; 
Camlarda, kaybedilmiş vatanı heceliyor...",30.1.2017 11:33:00,[]
Necip Fazıl Kısakürek,Nasıl,/nasil-92-siiri/,"Yakın O'dur, gerisi birbirine en uzak; 
Her şey Rakip ismiyle O'nun kurduğu tuzak...",30.1.2017 11:50:00,[]
Necip Fazıl Kısakürek,Ezan,/ezan-85-siiri/,"O dem çocuklar gibi sevinçten zıplar mısın? 
Toprağın altındaki saklanbaçta var mısın?",30.1.2017 10:57:00,[]
Necip Fazıl Kısakürek,Zafer Arabası,/zafer-arabasi-siiri/,"Yıllar bir gözyaşı olup da kaymış
Bu eski heykelin yanaklarında.
Yapraktan saçını yerlere yaymış,
Sonbahar ağlıyor ayaklarında.
Süzüyor ufukta bir kızıl yeri
İçi karanlıkla dolu gözleri.
Alnında akşamın ince kederi,
Sessizliğin sırrı dudaklarında.Yanan bir kağıtta nasıl bir satır
Kaybolursa, akşam onu karaltır.
Artık o silinen bir hatıradır
Bir ıssız bahçenin uzaklarında.",27.1.2017 15:57:00,[]
Necip Fazıl Kısakürek,Gittiler,/gittiler-58-siiri/,"Bir yer var ki, orada sayı üstü endâze; 
Ne solmak, ne yıpranmak, her şey ebedi taze...",30.1.2017 11:53:00,[]
Necip Fazıl Kısakürek,O Dem,/o-dem-3-siiri/,"Adının o bahçeler, her gün anıldığı yer; 
O bahçeler, yalanın bile yanıldığı yer...",30.1.2017 11:52:00,[]
Necip Fazıl Kısakürek,Karınca,/karinca-95-siiri/,"Ne kervan kaldı, ne at, hepsi silinip gitti,
İyi insanlar iyi atlara binip gitti.",30.1.2017 11:55:00,[]
Necip Fazıl Kısakürek,Korkuyorum,/korkuyorum-623-siiri/,"Dostlarım ev eşyamdı, bir bir gitti diyorum.
Artık boş odalarda ölümü bekliyorum...",30.1.2017 10:56:00,[]
Necip Fazıl Kısakürek,Hâtıra,/hatira-137-siiri/,"Bu ne hazin mesafe iki ten arasında; 
Bir hali dinleyenle dinleten arsında...",27.1.2017 16:10:00,[]
Necip Fazıl Kısakürek,İhtizaz,/ihtizaz-2-siiri/,"Bu dünya bir benzeyiş, bir vatanı andırış; 
Ve göz, görmediğine kendini inandırış! ..",30.1.2017 12:05:00,[]
Necip Fazıl Kısakürek,Yeni,/yeni-41-siiri/,"Hangi dağa tırmansam muradım ötesinde; 
Murad, bugün yerine her günün ertesinde...",30.1.2017 12:24:00,[]
Necip Fazıl Kısakürek,Onlar,/onlar-176-siiri/,"Çıktım, çıktım, inilmez dağlar elimden tuttu; 
İndim, indim, çıkılmaz çukurlar beni yuttu...",28.1.2017 16:02:00,[]
Necip Fazıl Kısakürek,Ve Onlar,/ve-onlar-2-siiri/,"Ne kadar vatan varsa, o vatandan haberci,
Gurbet dediğin senin, Yaradandan haberci...",30.1.2017 11:53:00,[]
Necip Fazıl Kısakürek,Seyyid Tâhâ'yı Ziyaret,/seyyid-taha-yi-ziyaret-siiri/,"Pencereme vurmayın, ödüm patlayabilir; 
Dokunmayın, vücudum boşluğa kayabilir...",28.1.2017 11:14:00,[]
