sair,siir_baslik,siir_link,siir_metni,kayit_tarihi,etiketler
Adnan Azar,Hesap Bildirim Cetveli,/hesap-bildirim-cetveli-siiri/,,,
Adnan Azar,Papatya Uzaklıkları,/papatya-uzakliklari-siiri/,,,
Adnan Azar,Bir Yürük Semai İçin Fazla Mesai,/bir-yuruk-semai-icin-fazla-mesai-siiri/,,,
Adnan Azar,O Zaman,/o-zaman-102-siiri/,,,
Adnan Azar,Sarmal Eskizler,/sarmal-eskizler-siiri/,,,
Adnan Azar,Son Leke,/son-leke-siiri/,,,
Adnan Azar,Son Rüya,/son-ruya-4-siiri/,,,
Adnan Azar,Ters Yüz,/ters-yuz-12-siiri/,,,
Adnan Azar,Yeni Zaman,/yeni-zaman-3-siiri/,,,
Adnan Azar,Seni Seviyorum,/seni-seviyorum-66-siiri/,,,
Adnan Azar,Burda Yeni Bir Mevsime,/burda-yeni-bir-mevsime-siiri/,,,
Adnan Azar,Çoğul,/cogul-7-siiri/,,,
Adnan Azar,Okuntu,/okuntu-2-siiri/,,,
Adnan Azar,Uzak Ve Kör,/uzak-ve-kor-siiri/,,,
Adnan Azar,Sevdiğim Eski Şarkıları Bıraktım,/sevdigim-eski-sarkilari-biraktim-siiri/,,,
Adnan Azar,Alıştırmalar,/alistirmalar-2-siiri/,,,
Adnan Azar,Yaz Suları,/yaz-sulari-siiri/,,,
Adnan Azar,Notlar,/notlar-8-siiri/,,,
Adnan Azar,Tortul,/tortul-siiri/,,,
Adnan Azar,Şafak Saati,/safak-saati-siiri/,,,
Adnan Azar,Bilsem,/bilsem-28-siiri/,,,
Adnan Azar,Unutuşlar,/unutuslar-siiri/,,,
Adnan Azar,Kuşçu,/kuscu-6-siiri/,,,
Adnan Azar,Benim Şarkım Küçük,/benim-sarkim-kucuk-siiri/,,,
Adnan Azar,Döngü,/dongu-118-siiri/,,,
Adnan Azar,Ne Gitti Ne Kaldı,/ne-gitti-ne-kaldi-siiri/,,,
Adnan Azar,Ömrüm,/omrum-242-siiri/,,,
Adnan Azar,Parçalanmış Zamanlar,/parcalanmis-zamanlar-siiri/,,,
Adnan Azar,Eski Gölge,/eski-golge-siiri/,,,
Adnan Azar,Geçilen Şiir,/gecilen-siir-siiri/,,,
Adnan Azar,Geçilen Odalar,/gecilen-odalar-siiri/,,,
Adnan Azar,Gittiğin,/gittigin-2-siiri/,,,
Adnan Azar,Eski Eski,/eski-eski-siiri/,,,
Adnan Azar,Bahis,/bahis-7-siiri/,,,
Adnan Azar,Küçük Şarkı,/kucuk-sarki-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Dağ Başında,/dag-basinda-3-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Sabah Türküsü,/sabah-turkusu-3-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Sen Bensiz Orda,/sen-bensiz-orda-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Viva Celevbato,/viva-celevbato-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Deme,/deme-58-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Sevgi Öldü,/sevgi-oldu-4-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Beşiktaş Tramvayı,/besiktas-tramvayi-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Ben Sensiz Burda,/ben-sensiz-burda-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),İstanbul,/istanbul-1636-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Seni Arıyorum,/seni-ariyorum-201-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Koru Kendini,/koru-kendini-7-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Düşünceler,/dusunceler-100-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),İhtiyaç,/ihtiyac-25-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Bir İnsan,/bir-insan-25-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Bu Su Çoğala Çoğala,/bu-su-cogala-cogala-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Cibali,/cibali-2-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Çiçekleri Umudumuzun,/cicekleri-umudumuzun-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Çile,/cile-185-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),"Dön, Geri Bak",/don-geri-bak-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Elimde Kalan,/elimde-kalan-6-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Hep Beraber,/hep-beraber-14-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),İnsan,/insan-657-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Yalnız,/yalniz-233-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Yol,/yol-535-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Zerdali Dalı,/zerdali-dali-4-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Açılır Kapılar,/acilir-kapilar-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Buluşursak,/bulusursak-2-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Gece İçinde,/gece-icinde-3-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Kımıldamadan,/kimildamadan-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Birinci Oğluma Ninni,/birinci-ogluma-ninni-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Şiirlerim,/siirlerim-44-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Tebliğ,/teblig-7-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Yanarak Sevmek Seni,/yanarak-sevmek-seni-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Yaşantım,/yasantim-6-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Uzunca Bir Önsöz,/uzunca-bir-onsoz-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Adagıo,/adagio-7-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Allegro,/allegro-6-siiri/,,,
A. Kadir (Abdülkadir Meriçboyu),Andante,/andante-5-siiri/,,,
Oğuz Tansel,Mayku,/mayku-siiri/,,,
Oğuz Tansel,Mavu Boğaz,/mavu-bogaz-siiri/,,,
Oğuz Tansel,Tutsağın Türküsü,/tutsagin-turkusu-siiri/,,,
Oğuz Tansel,Mayıs Yağmuru,/mayis-yagmuru-2-siiri/,,,
Oğuz Tansel,Adamlar,/adamlar-2-siiri/,,,
Oğuz Tansel,Düğüm,/dugum-5-siiri/,,,
Oğuz Tansel,Selam,/selam-18-siiri/,,,
Oğuz Tansel,Mayku III,/mayku-iii-siiri/,,,
Oğuz Tansel,Çağrı,/cagri-27-siiri/,,,
Oğuz Tansel,Bilinç Işığı,/bilinc-isigi-siiri/,,,
Oğuz Tansel,Kavak Ağacı,/kavak-agaci-3-siiri/,,,
Oğuz Tansel,Masal Dünyası,/masal-dunyasi-siiri/,,,
Oğuz Tansel,Salkım Söğüt,/salkim-sogut-34-siiri/,,,
Oğuz Tansel,İğde Ağacı,/igde-agaci-2-siiri/,,,
Oğuz Tansel,Ayrılık,/ayrilik-1571-siiri/,,,
Oğuz Tansel,Bir Yanardağ Ortadoğu,/bir-yanardag-ortadogu-siiri/,,,
Oğuz Tansel,Ergin Günçe,/ergin-gunce-siiri/,,,
Oğuz Tansel,Gözünü Sevdiğim,/gozunu-sevdigim-4-siiri/,,,
Oğuz Tansel,Haber,/haber-43-siiri/,,,
Oğuz Tansel,Harp Çocuğu,/harp-cocugu-siiri/,,,
Oğuz Tansel,Savaşa Hayır,/savasa-hayir-39-siiri/,,,
Oğuz Tansel,Savrulmayı Bekleyen Harman,/savrulmayi-bekleyen-harman-siiri/,,,
Oğuz Tansel,Viyetnam,/viyetnam-siiri/,,,
Oğuz Tansel,Yitirdiğimiz Yasa,/yitirdigimiz-yasa-siiri/,,,
Oğuz Tansel,Poplar Tree,/poplar-tree-siiri/,,,
Oğuz Tansel,Canım Dünya,/canim-dunya-siiri/,,,
Oğuz Tansel,Antalyalı Irmaklar,/antalyali-irmaklar-siiri/,,,
Oğuz Tansel,Uyanış,/uyanis-162-siiri/,,,
Oğuz Tansel,Mutluluk Peşinde,/mutluluk-pesinde-siiri/,,,
Ali Cengizkan,Kösnül Sevgi,/kosnul-sevgi-siiri/,,,
Ali Cengizkan,Dayım Gül Takardı Gömleğimin Yakasına,/dayim-gul-takardi-gomlegimin-yakasina-siiri/,,,
Ali Cengizkan,Solfasol Otobüsü,/solfasol-otobusu-siiri/,,,
Ali Cengizkan,Hayat Bahçesi,/hayat-bahcesi-siiri/,,,
Ali Cengizkan,Adını Gelincik Koydum,/adini-gelincik-koydum-siiri/,,,
Ali Cengizkan,Yeni Mektup,/yeni-mektup-siiri/,,,
Ali Cengizkan,Olmaz Asu,/olmaz-asu-siiri/,,,
Ali Cengizkan,Taş da Çürür,/tas-da-curur-siiri/,,,
Ali Cengizkan,Hiçbir Şey Eskisi Gibi Olmayacak,/hicbir-sey-eskisi-gibi-olmayacak-3-siiri/,,,
Ali Cengizkan,Alaca Aydınlıkta,/alaca-aydinlikta-siiri/,,,
Ali Cengizkan,Az Kan Çok Ter,/az-kan-cok-ter-siiri/,,,
Ali Cengizkan,Bağımlı Şiir'den,/bagimli-siir-den-siiri/,,,
Ali Cengizkan,Fazıl Say İçin Prelüd,/fazil-say-icin-prelud-siiri/,,,
Ali Cengizkan,Fırtına,/firtina-229-siiri/,,,
Ali Cengizkan,Haydarpaşa Burası,/haydarpasa-burasi-siiri/,,,
Ali Cengizkan,Püskürtme,/puskurtme-siiri/,,,
Ali Cengizkan,Resim Ve Behçet,/resim-ve-behcet-siiri/,,,
Ali Cengizkan,Senlere,/senlere-siiri/,,,
Ali Cengizkan,Söyle Gökyüzü,/soyle-gokyuzu-2-siiri/,,,
Ali Cengizkan,İan Anderson İçin Prelüd,/ian-anderson-icin-prelud-siiri/,,,
Ali Cengizkan,Yaşamak Gibi,/yasamak-gibi-7-siiri/,,,
Ali Cengizkan,Yürümek,/yurumek-46-siiri/,,,
Ali Cengizkan,Karanfiller Ve İnsanın Huyu,/karanfiller-ve-insanin-huyu-siiri/,,,
Ali Cengizkan,Yeliz,/yeliz-6-siiri/,,,
Ali Cengizkan,Ankara Ankara Güzel Ankara'dan,/ankara-ankara-guzel-ankara-dan-siiri/,,,
Ali Cengizkan,Kar Ve Su,/kar-ve-su-3-siiri/,,,
Aleksandr Blok,Gece. Şehir Uyumuş.,/gece-sehir-uyumus-2-siiri/,,,
Aleksandr Blok,Mavi Yağmurluk,/mavi-yagmurluk-siiri/,,,
Aleksandr Blok,Rusya,/rusya-siiri/,,,
Aleksandr Blok,Sanatçı,/sanatci-21-siiri/,,,
Aleksandr Blok,İskitler,/iskitler-19-siiri/,,,
Aleksandr Blok,Manyakça Yaşamak İstiyorum,/manyakca-yasamak-istiyorum-siiri/,,,
Aleksandr Blok,Ne Kadar Zor!,/ne-kadar-zor-10-siiri/,,,
Aleksandr Blok,Oniki,/oniki-10-siiri/,,,
Aleksandr Blok,Durgun Yıllarda Gelmiş Olanlar Dünyaya,/durgun-yillarda-gelmis-olanlar-dunyaya-siiri/,,,
Alain Bosquet,Beaujon Hastanesi,/beaujon-hastanesi-siiri/,,,
Alain Bosquet,İnsanı İnşa Etmek,/insani-insa-etmek-siiri/,,,
Alain Bosquet,Tan Olmak,/tan-olmak-siiri/,,,
Alain Bosquet,Çakıl Dostum,/cakil-dostum-siiri/,,,
Alain Bosquet, Ozanın Aşkı,/ozanin-aski-2-siiri/,,,
Alain Bosquet,Deniz,/deniz-385-siiri/,,,
Alain Bosquet,Bilgisayar,/bilgisayar-21-siiri/,,,
Alain Bosquet,Tanımsız,/tanimsiz-21-siiri/,,,
Alain Bosquet,Tanımsız Şiir,/tanimsiz-siir-siiri/,,,
Alain Bosquet,Uzun Liste,/uzun-liste-siiri/,,,
Alain Bosquet,Yalancı Çınar,/yalanci-cinar-siiri/,,,
Alain Bosquet,Yanardağları Sen Biçimlersin,/yanardaglari-sen-bicimlersin-siiri/,,,
Alain Bosquet,Yaşamak Öldürmektir,/yasamak-oldurmektir-siiri/,,,
Alain Bosquet,Yazacağım,/yazacagim-22-siiri/,,,
Alain Bosquet,Hiçbir Şey,/hic-bir-sey-28-siiri/,,,
Alain Bosquet,Ot,/ot-15-siiri/,,,
Alain Bosquet,Kadın,/kadin-134-siiri/,,,
Alain Bosquet,Kuşku,/kusku-49-siiri/,,,
Alain Bosquet,Ozanın Aşkı,/ozanin-aski-3-siiri/,,,
Alain Bosquet,Rüzgâr,/ruzgar-538-siiri/,,,
Alain Bosquet,Şiirin Derkenarındaki Yazı,/siirin-derkenarindaki-yazi-siiri/,,,
Alain Bosquet,Sıradan Gün,/siradan-gun-2-siiri/,,,
Alain Bosquet,Sözcüklerin Yazgısı,/sozcuklerin-yazgisi-siiri/,,,
Alain Bosquet,Şu Ertesi Gün,/su-ertesi-gun-siiri/,,,
Mehmet Ragıp Karcı,Kâinatın Efendisine,/kainatin-efendisine-siiri/,,,
Mehmet Ragıp Karcı,İsmail,/ismail-18-siiri/,,,
Mehmet Ragıp Karcı,Gecede Bir Ateş Eğlencesi,/gecede-bir-ates-eglencesi-siiri/,,,
Mehmet Ragıp Karcı,Yüreği Gerilmiş Delinin İpinin Çekilmesini Anlatır,/yuregi-gerilmis-delinin-ipinin-cekilmesini-anlatir-siiri/,,,
Mehmet Ragıp Karcı,Yalnız Sana Yazılmış Şiir,/yalniz-sana-yazilmis-siir-siiri/,,,
Mehmet Ragıp Karcı,Yakarış Temrinleri,/yakaris-temrinleri-siiri/,,,
Niyazi Akıncıoğlu,Edirne,/edirne-2-siiri/,,,
Niyazi Akıncıoğlu,Bursa,/bursa-38-siiri/,,,
Niyazi Akıncıoğlu,Yağmur Duası,/yagmur-duasi-3-siiri/,,,
Niyazi Akıncıoğlu,Selam,/selam-16-siiri/,,,
Niyazi Akıncıoğlu,Mutluca Şiir,/mutluca-siir-siiri/,,,
Niyazi Akıncıoğlu,Ajans,/ajans-siiri/,,,
Niyazi Akıncıoğlu,İçlenme,/iclenme-siiri/,,,
Niyazi Akıncıoğlu,İnsanlar Var Ki...,/insanlar-var-ki-siiri/,,,
Mihai Eminescu,Tepeler Üzerinden,/tepeler-uzerinden-siiri/,,,
Mihai Eminescu,Uykulu Kuşlar,/uykulu-kuslar-siiri/,,,
Mihai Eminescu,Gece Yarısı Vuruyor,/gece-yarisi-vuruyor-siiri/,,,
Mihai Eminescu,Şayet,/sayet-siiri/,,,
Mihai Eminescu,Yıldıza,/yildiza-siiri/,,,
Mihai Eminescu,Neden Sallanıyorsun?,/neden-sallaniyorsun-siiri/,,,
Mihai Eminescu,Çobanyıldızı,/cobanyildizi-14-siiri/,,,
Mihai Eminescu,Bir Tek Dileğim Var,/bir-tek-dilegim-var-siiri/,,,
Mihai Eminescu,Yıllar Geçiyor,/yillar-geciyor-7-siiri/,,,
Mihai Eminescu,Ode,/ode-siiri/,,,
Mihai Eminescu,Ne Zaman Ki,/ne-zaman-ki-7-siiri/,,,
Mihai Eminescu,Sözlük,/sozluk-12-siiri/,,,
Mihai Eminescu,Kalmış Son İsteğim,/kalmis-son-istegim-siiri/,,,
Ralph Waldo Emerson,Özür,/ozur-90-siiri/,,,
Ralph Waldo Emerson,Savunma,/savunma-22-siiri/,,,
Ralph Waldo Emerson,En İyisi Sen Ol!,/en-iyisi-sen-ol-siiri/,,,
Ralph Waldo Emerson,Dünya-Ruhu,/dunya-ruhu-2-siiri/,,,
Ralph Waldo Emerson,Doğa’nın Şarkısı,/doga-nin-sarkisi-siiri/,,,
Ralph Waldo Emerson,Hermione,/hermione-siiri/,,,
Levni,Atalar Sözü Destanı,/atalar-sozu-destani-siiri/,,,
Levni,Çiçeğe Arı Arıya Asel,/cicege-ari-ariya-asel-siiri/,,,
A. Kadir Bilgin,Gecenin Namlusu,/gecenin-namlusu-siiri/,,,
A. Kadir Bilgin,Adagio,/adagio-6-siiri/,,,
A. Kadir Bilgin,Ellerin,/ellerin-2-siiri/,,,
A. Kadir Bilgin,Sevgi Öldü,/sevgi-oldu-2-siiri/,,,
A. Kadir Bilgin,Sana Geliyorum,/sana-geliyorum-2-siiri/,,,
A. Kadir Bilgin,Tutsağın Olmazsam,/tutsagin-olmazsam-siiri/,,,
A. Kadir Bilgin,Allegro,/allegro-4-siiri/,,,
A. Kadir Bilgin,Andante,/andante-4-siiri/,,,
A. Kadir Bilgin,Ayışığı,/ayisigi-41-siiri/,,,
A. Kadir Bilgin,Bir Akşamlık,/bir-aksamlik-2-siiri/,,,
A. Kadir Bilgin,Şiirin Göğüsleri,/siirin-gogusleri-siiri/,,,
A. Kadir Bilgin,Yalnızlık,/yalnizlik-1590-siiri/,,,
A. Kadir Bilgin,Ayrılık,/ayrilik-1574-siiri/,,,
A. Kadir Bilgin,Başka İş,/baska-is-siiri/,,,
A. Kadir Bilgin,Akıntı,/akinti-3-siiri/,,,
A. Kadir Bilgin,Düşmek,/dusmek-23-siiri/,,,
A. Kadir Bilgin,Gittin İçimde Kaldı Ayrılık,/gittin-icimde-kaldi-ayrilik-siiri/,,,
A. Kadir Bilgin,Gün Boyunca,/gun-boyunca-2-siiri/,,,
A. Kadir Bilgin,Rüzgarda Var,/ruzgarda-var-siiri/,,,
A. Kadir Bilgin,Ayrı Ayrı,/ayri-ayri-14-siiri/,,,
A. Kadir Bilgin,Bir Sevda Türküsü,/bir-sevda-turkusu-siiri/,,,
A. Kadir Bilgin,Düşünceler,/dusunceler-2-siiri/,,,
A. Kadir Bilgin,İstersen Hiç Başlamasın,/istersen-hic-baslamasin-2-siiri/,,,
A. Kadir Bilgin,Geç Kalmış Ölüm,/gec-kalmis-olum-2-siiri/,,,
A. Kadir Bilgin,Kin,/kin-53-siiri/,,,
A. Kadir Bilgin,Benim En Küçük Hakkım,/benim-en-kucuk-hakkim-siiri/,,,
A. Kadir Bilgin,Bir Kayısı Ağacı,/bir-kayisi-agaci-2-siiri/,,,
A. Kadir Bilgin,Dağ Başında,/dag-basinda-4-siiri/,,,
A. Kadir Bilgin,Çile,/cile-216-siiri/,,,
A. Kadir Bilgin,Bu Su Çoğala Çoğala,/bu-su-cogala-cogala-2-siiri/,,,
A. Kadir Bilgin,Çiçekleri Umudumuzun,/cicekleri-umudumuzun-2-siiri/,,,
A. Kadir Bilgin,Viva Celevcbato,/viva-celevcbato-2-siiri/,,,
A. Kadir Bilgin,Yalnız Kadın,/yalniz-kadin-8-siiri/,,,
Yozgatlı Hüzni,Bak,/bak-38-siiri/,,,
